Station_ID, Date_Time, air_temp in Fahrenheit,relative_humidity as a %, wind_speed as Miles/Hour, wind_direction as degrees,date,pm1,pm2_5,pm10,upTimeMin,rssi_dbm,temp,humidity,pm2_5atm
TS623,01/20/2020 20:34 UTC,7.22,100,1.34,213,2020-01-20 20:00:00 UTC,20.71,33.53,39.1,124,-23.2,56,57,32.96
TS623,01/21/2020 02:34 UTC,7.78,100,1.79,349,2020-01-21 02:00:00 UTC,24.59,38.47,43.5,484,-23.4,61,52,35.58
TS623,01/21/2020 08:34 UTC,6.67,100,0.9,51,2020-01-21 08:00:00 UTC,21.39,33.95,39.15,844,-23.6,58,54,33.22
TS623,01/21/2020 14:34 UTC,5.56,100,1.34,117,2020-01-21 14:00:00 UTC,17.21,26.48,29.97,1204,-23.4,56,53.6,26.48
TS623,01/21/2020 20:34 UTC,15,78,1.34,149,2020-01-21 20:00:00 UTC,11,14.71,16.01,1564,-22.2,64,51.6,14.71
TS623,01/22/2020 02:34 UTC,12.78,90,1.34,285,2020-01-22 02:00:00 UTC,11.03,15.69,17.3,1924,-23,67,49,15.69
TS623,01/22/2020 08:34 UTC,11.11,100,0.9,258,2020-01-22 08:00:00 UTC,1.67,2.3,2.43,2284,-23.2,63,56,2.3
TS623,01/22/2020 14:34 UTC,11.11,100,0.45,97,2020-01-22 14:00:00 UTC,11.11,16.89,19.27,2644,-24.2,62,57,16.89
TS623,01/22/2020 20:34 UTC,14.44,92,1.34,32,2020-01-22 20:00:00 UTC,15.11,21.76,23.93,3004,-22.8,66,55.2,21.76
TS623,01/23/2020 02:34 UTC,13.33,91,1.34,31,2020-01-23 02:00:00 UTC,11.99,16.68,18.04,3364,-24.2,68,51.2,16.68
TS623,01/23/2020 08:34 UTC,10.56,100,0.9,4,2020-01-23 08:00:00 UTC,15.24,22.24,24.17,3724,-23,64,53,22.24
TS623,01/23/2020 14:34 UTC,8.33,100,0.45,22,2020-01-23 14:00:00 UTC,9.52,12.28,12.98,4084,-23.4,62,52,12.28
TS623,01/23/2020 20:34 UTC,13.89,87,0.9,313,2020-01-23 20:00:00 UTC,15.45,21.39,23.13,4446,-23.4,64.4,56.6,21.39
TS623,01/24/2020 02:34 UTC,11.67,100,1.34,297,2020-01-24 02:00:00 UTC,15.21,20.54,21.7,4806,-24,67,50,20.54
TS623,01/24/2020 08:34 UTC,9.44,100,1.34,81,2020-01-24 08:00:00 UTC,19.69,28.28,30.23,5166,-21.6,63,53.2,28.22
TS623,01/24/2020 14:34 UTC,7.22,100,1.34,351,2020-01-24 14:00:00 UTC,14.32,19.87,21.21,5526,-22.4,61,55,19.87
TS623,01/24/2020 20:34 UTC,15,100,1.34,293,2020-01-24 20:00:00 UTC,23.18,36.64,40.07,5886,-23.4,68,53,33.79
TS623,01/25/2020 02:34 UTC,13.33,98,2.23,125,2020-01-25 02:00:00 UTC,5.67,7.64,8.54,6246,-23.6,70.6,49,7.64
TS623,01/25/2020 08:34 UTC,8.89,100,2.23,83,2020-01-25 08:00:00 UTC,38.24,61.96,68.91,6606,-24,63,51,47.34
TS623,01/25/2020 14:34 UTC,7.22,100,2.23,92,2020-01-25 14:00:00 UTC,30.15,46.05,50.42,6966,-24,62,55,39.9
TS623,01/25/2020 20:34 UTC,11.67,100,2.68,252,2020-01-25 20:00:00 UTC,29.78,46.29,50.18,7326,-23.6,66,51.8,39.77
TS623,01/26/2020 02:34 UTC,12.78,100,0.9,51,2020-01-26 02:00:00 UTC,27.7,45.84,49.99,7686,-23,67,53.4,39.03
TS623,01/26/2020 08:34 UTC,11.11,100,1.34,104,2020-01-26 08:00:00 UTC,29.4,47.51,51.74,8046,-22.2,64,56,40.25
TS623,01/26/2020 14:34 UTC,11.67,100,2.23,66,2020-01-26 14:00:00 UTC,37.41,60.36,67.01,8406,-22.8,63,56.4,46.67
TS623,01/26/2020 20:34 UTC,16.67,90,3.13,299,2020-01-26 20:00:00 UTC,23.26,37.07,40.85,8766,-23.8,71.4,52,33.88
TS623,01/27/2020 02:34 UTC,12.22,86,2.23,327,2020-01-27 02:00:00 UTC,0.64,0.94,1.29,9126,-23.6,67,46,0.94
TS623,01/27/2020 08:34 UTC,7.78,100,1.34,289,2020-01-27 08:00:00 UTC,0.69,1.22,1.41,9486,-23.4,62,48,1.22
TS623,01/27/2020 14:34 UTC,5.56,100,1.79,327,2020-01-27 14:00:00 UTC,1.2,1.83,2.04,9846,-23.4,60,48,1.83
